,Buy_Sell_Samples
1038,2.8132180033672196e+19
1039,1.2866448000654896e+21
1040,3.516225391960624e+23
1041,5.144999009844479e+22
1042,8.505731153735277e+17
1043,4.4564177618762736e+19
1044,1.5564523263034524e+20
1045,2.437359746384993e+18
1046,7.228380311977241e+18
1047,3.827677597691497e+18
1048,3.5380207597287994e+21
1049,3.6379313447833227e+19
1050,7.959414353001518e+20
1051,2.3808366832433784e+20
1052,1.0483526140288819e+18
1053,2.9872943985895526e+18
1054,1.946302121072662e+22
1055,2.318558414831753e+21
1056,5.368082552474292e+20
1057,3.4487036439290875e+18
1058,2.9566306436516356e+23
1059,1.6546153227835487e+20
1060,1.1667693216192607e+20
1061,1.4383889253651538e+19
1062,2.2453173922041065e+18
1063,3.1286702038947414e+19
1064,2.2081489529162023e+20
1065,1.701891865701162e+24
1066,3.079118577158607e+21
1067,6.773957706156347e+19
1068,1.2106769377012485e+23
1069,9.292436061142909e+19
1070,2.4128170102389306e+23
1071,1.3542914483893077e+21
1072,1.2181911821074915e+22
1073,3.1685402402233907e+18
1074,5.404063945208174e+18
1075,8.989723468707997e+19
1076,2.7499196984367776e+20
1077,2.4085574541909344e+20
1078,2.2813968694140754e+20
1079,3.2910575883784166e+20
1080,8.147309873760187e+19
1081,3.0825317878425935e+21
1082,1.326885994072865e+22
1083,2.3959428648103437e+22
1084,1.3300003908817256e+19
1085,1.6652699515655318e+17
1086,7.668889828696309e+20
1087,3.8605538507940456e+21
1088,6.178568936368014e+21
1089,6.834474026553287e+18
1090,1.9523833491012898e+20
1091,3.132655226108605e+20
1092,8.12056941898577e+19
1093,1.1503832299166112e+19
1094,1.087147794400223e+21
1095,5.6330904957906715e+19
1096,1.0427387182546684e+19
1097,6.104488586204716e+18
1098,1.2685300279783994e+23
1099,1.0779879409676444e+19
1100,5.7388418881790534e+17
1101,1.666984083515885e+21
1102,2.367464060673677e+21
1103,3.4425603270974105e+20
1104,3.992982068673088e+22
1105,6.169651698184862e+20
1106,2.6131441389043966e+19
1107,1.041845751094507e+19
1108,5.368752500134294e+21
1109,2.2432526916024615e+20
1110,3.703406439777845e+23
1111,1.0104675114746953e+21
1112,1.8837198803594964e+21
1113,1.1420068271475963e+22
1114,2.058721184601283e+22
1115,8.526938873660138e+21
1116,3.826637874991195e+20
1117,1.389190328294626e+23
1118,4.273722592753562e+20
1119,2.2537427380790616e+21
1120,8.11780552472564e+20
1121,1.0419010901574987e+20
1122,1.4288187089278075e+20
1123,1.808814588259358e+18
1124,7.013052534037947e+21
1125,1.4414545406116625e+22
1126,3.482004132678114e+20
1127,4.3809836725811583e+20
1128,6.382359245984409e+20
1129,1.1513992693402783e+23
1130,4.665365461356381e+21
1131,2.5916247832113996e+19
1132,7.418605786451435e+20
1133,5.988144990167082e+18
1134,3.070242201154719e+22
1135,1.6825254204692956e+22
1136,7.584539689203894e+20
1137,1.2083074633288506e+20
1138,7.061794409058476e+22
1139,4.409167756692843e+20
1140,1.8203695964697555e+22
1141,2.73362628024263e+18
1142,1.0352116295552147e+19
1143,5.2260534622062425e+20
1144,2.9855609059152776e+20
1145,6.300048691863464e+19
1146,5.010386824528551e+18
1147,1.6176514337951436e+23
1148,1.793222919367417e+21
1149,5.5226048208692294e+20
1150,5.770002826561083e+19
1151,5.18998413364382e+19
1152,1.7289886690995182e+20
1153,2.396535544921965e+19
1154,8.317721066098486e+17
1155,5.466573732220317e+20
1156,1.3737581235029426e+19
1157,8.543408655827813e+20
1158,5.952778716621219e+19
1159,9.019592853720187e+19
1160,2.486935425900369e+20
1161,3.60780683051483e+20
1162,4.00675050622556e+21
1163,6.796426019144858e+19
1164,2.2851099237804225e+21
1165,6.572617271053204e+20
1166,9.329998555847254e+18
1167,1.0791899914480382e+19
1168,4.578759088007417e+19
1169,1.2919338804664745e+21
1170,1.492647001936584e+18
1171,5.5730292312373625e+19
1172,1.2417541436718958e+20
1173,2.3739298050639485e+20
1174,2.961328682325661e+22
1175,2.2107634719891607e+18
1176,2.0171191159564803e+17
1177,2.2626939445495107e+20
1178,3.8776606073061035e+20
1179,3.1014168231663387e+19
1180,2.286297571965031e+23
1181,1.3428292989416044e+21
1182,1.047428806233624e+22
1183,2.3717819825704852e+20
1184,3.315264368172094e+18
1185,2.6154821692744804e+20
1186,2.018982796896959e+23
1187,6.277667773165095e+18
1188,4.7717778459709053e+20
1189,1.6564370223179796e+21
1190,7.2010735921463255e+19
1191,4.091580949804982e+19
1192,9.643637906237579e+22
1193,1.0130489477262372e+20
1194,9.536140700632429e+18
1195,2.822151053895884e+21
1196,6.535751459193265e+21
1197,4.812333679477068e+18
1198,8.59489818681658e+19
1199,1.6913340107570482e+20
1200,2.1559947360996217e+19
1201,1.550097533036364e+20
1202,1.0741889069062096e+22
1203,5.851181428871027e+20
1204,3.922985452871615e+20
1205,4.045696927218809e+19
1206,8.23168982873064e+16
1207,1.612899589563234e+22
1208,5.255023600320945e+21
1209,1.383802338107631e+21
1210,2.1366925058371523e+22
1211,2.1078562725224215e+19
1212,9.92638263408775e+21
1213,7.941772788589314e+21
1214,4.311685506831234e+20
1215,9.091131020743671e+18
1216,1.7022909825206084e+19
1217,2.8725819672670434e+20
1218,3.1516830257363046e+19
1219,6.480159330480001e+18
1220,6.521934483398001e+22
1221,3.8829057687787546e+18
1222,1.1243408236913499e+21
1223,3.58729155034076e+18
1224,1.2580251130805696e+18
1225,1.0489956969155313e+23
1226,8.970314017913175e+17
1227,1.5497003534601344e+18
1228,1.6040541844790443e+23
1229,1.6611401861683762e+21
1230,4.924047193714136e+20
1231,1.0277864323588394e+18
1232,4.655492530121926e+18
1233,1.81533450564798e+20
1234,4.445302228097612e+22
1235,4.01153921210392e+18
1236,5.197681664722945e+19
1237,1.1549182147627187e+20
1238,1.0688933927417966e+20
1239,7.226877638366019e+20
1240,7.0209841755963605e+19
1241,7.789748566293384e+19
1242,1.4474227594004558e+19
1243,2.5050581142468e+21
1244,1.6161667226193963e+20
1245,1.6845984089563545e+21
1246,4.957681419898395e+21
1247,4.6878599219069105e+20
1248,1.4647792844716418e+22
1249,4.4600653359741587e+20
1250,2.405047157897083e+19
1251,1.2331891616157841e+21
1252,1.8191155087529296e+20
1253,3.2533799294226326e+19
1254,1.2192602780229947e+20
1255,1.1657298593482904e+19
1256,1.35597566733979e+20
1257,3.4252572636692074e+20
1258,7.582358922189218e+18
1259,4.3999060104821585e+20
1260,2.0078060277143085e+19
1261,3.625875848696359e+17
1262,3.2022450666864707e+18
1263,2.905753428887774e+21
1264,4.733000746710585e+19
1265,1.4230619969441753e+20
1266,6.270648312989207e+18
1267,1.8077052619872566e+22
1268,2.3354629286341902e+21
1269,2.9693212759488206e+21
1270,5.761016434008101e+19
1271,6.418074427298242e+19
1272,1.1116260646901471e+19
1273,1.8171600100693097e+21
1274,3.8924165942927976e+20
1275,4.268246000326362e+20
1276,8.341670900951915e+19
1277,4.1916636386685184e+20
1278,2.6587948345602892e+22
1279,5.172993108197227e+19
1280,1.2193972888809618e+18
1281,7.973982458622377e+21
1282,3.6921870350901556e+20
1283,2.1355780722815625e+20
1284,1.154499090047424e+19
1285,2.653542567667807e+19
1286,1.5406136930137417e+20
1287,1.9917839855079847e+20
1288,5.207444448589357e+19
1289,4.422296934850988e+21
1290,3.382170133602802e+20
1291,1.7646679288694715e+22
1292,1.460107102132605e+19
1293,2.758142774476971e+20
1294,1.490794203805041e+22
1295,5.046433395136463e+21
1296,2.6806808956390978e+19
1297,1.7416724691322118e+19
1298,8.751208793327511e+19
1299,2.539713457152853e+20
1300,2.5485528754201574e+18
1301,1.7146804698202368e+19
1302,1.0736873607991241e+21
1303,5.225452857466807e+20
1304,3.7545816803243983e+21
1305,2.783497778636005e+21
1306,7.980624595180667e+19
1307,4.469049790931512e+20
1308,1.6933938210340774e+18
1309,1.5385557162070418e+21
1310,2.7152210678940408e+20
1311,4.8183503177125356e+19
1312,3.367199643326697e+23
1313,2.978956703010874e+21
1314,9.667818002701358e+20
1315,1.316685637904637e+19
1316,7.098649413411814e+21
1317,1.7795661080161115e+20
1318,3.344714499396453e+20
1319,4.2680218936394465e+19
1320,9.97493739562872e+21
1321,8.079203141741736e+21
1322,2.116496947975177e+21
1323,3.1231730045431845e+19
1324,3.1655726622030774e+19
1325,1.334956672508677e+20
1326,8.066910201404117e+20
1327,3.591463050624142e+21
1328,8.081043719322142e+19
1329,1.518244422702775e+19
1330,1.0468510697937705e+20
1331,2.1719010790988526e+21
1332,4.714979238154837e+18
1333,5.419033482183116e+22
1334,3.4007941809070234e+18
1335,7.952494519981067e+19
1336,1.0457276432194755e+20
1337,1.58558002986546e+19
1338,1.6972329888137294e+19
1339,1.9430198522948178e+22
1340,7.683514581780614e+19
1341,1.9337266227243045e+19
1342,3.226144801117377e+20
1343,3.0515702987346942e+22
1344,1.944620713511443e+19
1345,1.969105048447427e+23
1346,2.6742230654172586e+21
1347,6.59669188818029e+17
1348,7.505569266637336e+21
1349,2.686713427073869e+18
1350,1.0067496196364252e+20
1351,6.149390374655113e+20
1352,8.692055809118988e+19
1353,2.044072290609269e+18
1354,7.850526852738104e+21
1355,3.625105763563796e+21
1356,5.0468960801929875e+20
1357,7.889468642925581e+19
1358,1.926994215048573e+19
1359,1.9660565176704257e+20
1360,1.4862681477659265e+23
1361,1.4133211105616076e+22
1362,1.0352244010370607e+19
1363,1.44848004654461e+20
1364,2.5116710196593282e+20
1365,7.087653929751414e+19
1366,1.0560570855224623e+20
1367,8.042216682425262e+18
1368,1.0561952001623938e+21
1369,9.737640809395653e+20
1370,1.399590844981915e+18
1371,1.8059783375040765e+22
1372,4.938572616039831e+18
1373,3.34000485725156e+21
1374,3.952411088266277e+19
1375,1.1119592446528257e+21
1376,2.762732970390836e+19
1377,5.3265378913599594e+19
1378,6.680975517574617e+20
1379,8.56152398455978e+16
1380,8.953214005762894e+21
1381,2.3908464995774382e+19
1382,8.548029796233668e+19
1383,1.3358429252015136e+24
1384,6.587215011805077e+20
1385,1.7108733417697186e+19
1386,4.4465601629289057e+18
1387,4.7006259787062175e+20
1388,2.629554946101191e+20
1389,4.261910876317737e+18
1390,3.190766034205467e+19
1391,5.7330675420461466e+20
1392,2.9316729455335264e+17
1393,2.8288727987030506e+17
1394,9.482201632965172e+20
1395,8.463869304596338e+20
1396,3.867536476310254e+23
1397,1.0097244623857195e+19
1398,1.9335605887128358e+18
1399,2.9928260656768578e+22
1400,3.460706036906408e+22
1401,1.9158228219796115e+21
1402,8.366959319820752e+21
1403,6.629176129416208e+20
1404,2.136541938214994e+19
1405,2.599980171492957e+19
1406,6.736858686322273e+21
1407,2.480236484884385e+18
1408,2.245645066925651e+18
1409,2.2928073695757675e+21
1410,1.417400510938916e+20
1411,1.3249019725931332e+23
1412,1.5134593265495622e+21
1413,1.3960417740751e+21
1414,1.625053759226612e+21
1415,1.1422769274444345e+20
1416,3.9902282340765316e+20
1417,3.871484558154762e+19
1418,1.1594513037156558e+21
1419,7.709900647358901e+19
1420,5.979405379186169e+20
1421,3.268984391367885e+21
1422,1.0826642853109208e+18
1423,1.4093856824998666e+20
1424,8.50053914408907e+19
1425,6.646243193593774e+19
1426,4.173926147084745e+19
1427,3.8309187277599704e+16
1428,1.6750862337794155e+22
1429,1.479703579112282e+18
1430,7.909492881160762e+20
1431,1.4117791543711914e+20
1432,3.978821945180618e+18
1433,3.260990125877612e+19
1434,2.1359320142155744e+17
1435,3.296434786309289e+19
1436,1.697079900733403e+20
1437,7.882135344689051e+20
1438,1.6785174522852805e+18
1439,2.3893440822699827e+19
1440,3.6653518119936013e+21
1441,4.8975950099890917e+20
1442,2.2431076456409e+21
1443,1.4314543065699647e+20
1444,7.60940831057859e+20
1445,4.040573942484409e+21
1446,2.3864256904344025e+21
1447,4.151071859210357e+22
1448,1.8329548961281246e+22
1449,2.521695644007339e+19
1450,1.703853724706051e+21
1451,9.711905448313715e+17
1452,2.0854701727234675e+19
1453,7.108588249346256e+19
1454,3.435609139683823e+20
1455,2.0702830112681116e+23
1456,1.9417865789616093e+23
1457,2.219227281132867e+20
1458,7.812352395402551e+19
1459,3.5557217612933837e+19
1460,2.5277285611778537e+21
1461,3.251482330163572e+20
1462,9.591300221969785e+19
1463,2.258950004189944e+19
1464,9.78306925683553e+19
1465,1.1709066450531502e+20
1466,5.748762334688516e+18
1467,1.5133324121259094e+19
1468,7.80703955611566e+20
1469,6.716887380030673e+20
1470,6.975045186274038e+20
1471,9.077559248604934e+17
1472,2.1033603469377022e+21
1473,1.1234583628840589e+18
1474,3.7650043034743e+24
1475,5.555530053387973e+20
1476,5.350636411126854e+20
1477,2.0020294994870177e+20
1478,5.611430462642882e+19
1479,1.8869503873386686e+20
1480,4.333427383018084e+19
1481,6.474501204153112e+20
1482,9.610499040071773e+20
1483,3.506994031345402e+21
1484,3.0646444089710336e+17
1485,4.495953952139026e+16
1486,2.3397430665114685e+19
1487,2.060912360635705e+19
1488,1.3171524763795295e+20
1489,5.429244372731921e+19
1490,4.48431145649158e+18
1491,3.4896446160978473e+18
1492,1.4337525914679978e+21
1493,4.801009205387863e+19
1494,1.1154904876873983e+21
1495,3.9199331953657863e+21
1496,1.6724906835464784e+19
1497,1.4430547900510876e+19
1498,5.544562342064144e+18
1499,1.3799441036392983e+19
1500,2.25220362563528e+20
1501,1.2878230192860496e+20
1502,4.987438788285795e+18
1503,2.5558418637485265e+21
1504,4.6163163323415674e+21
1505,6.379926123108683e+18
1506,2.2659253232678145e+21
1507,6.498827803987378e+18
1508,1.2369053686481037e+19
1509,4.1987438277617313e+20
1510,8.322744785201703e+20
1511,1.0165479426987455e+21
1512,1.0563328506719114e+21
1513,2.181672954304199e+21
1514,1.5482610624323905e+20
1515,5.446057830552877e+20
1516,6.0762590914074894e+19
1517,1.4480907035973337e+19
1518,5.948908016240683e+21
1519,1.4357349519361903e+19
1520,9.232294472656692e+20
1521,2.9809619374782198e+19
1522,1.2831320964660697e+19
1523,5.708322861888783e+22
1524,2.244074712540543e+20
1525,1.4444012277250933e+19
1526,3.308160910930484e+21
1527,1.2452306225680631e+20
1528,9.34410291325471e+18
1529,4.432966525834345e+19
1530,2.046369482739609e+20
1531,6.8901811245297164e+19
1532,3.236490699830106e+21
1533,4.502012577802021e+19
1534,3.0407270598254875e+19
1535,9.6049700734054e+19
1536,1.2727695578235353e+20
1537,1.4605472379350895e+19
1538,1.5099809259640088e+20
1539,4.990227739205201e+18
1540,3.1431637186423895e+20
1541,7.529437745462236e+21
1542,1.493399563580834e+21
1543,7.809732477503612e+18
1544,3.877594065031834e+20
1545,7.488864711836454e+19
1546,3.897620649482685e+18
1547,1.666163333673042e+23
1548,1.3173901792829723e+20
1549,5.046251737046782e+20
1550,3.077735171226054e+18
1551,5.340390517407138e+20
1552,6.906914367139678e+18
1553,1.303761310610151e+20
1554,7.756970919283153e+19
1555,1.0993294962292063e+18
1556,2.729521320375887e+19
1557,1.2657389499714707e+21
1558,2.913101981115196e+19
1559,8.349322171708817e+20
1560,8.909909449254496e+20
1561,2.0126341411101947e+20
1562,2.1855805719117447e+22
1563,1.5382493501480148e+18
1564,7.315948375187361e+18
1565,7.11664486518226e+22
1566,1.3794791028545999e+19
1567,1.1797980516988967e+21
1568,1.875377717372957e+21
1569,1.7910716574835734e+21
1570,1.4530008099815178e+21
1571,2.0094845194707902e+19
1572,2.230544070805728e+20
1573,3.181959024124012e+20
1574,3.369919429933147e+20
1575,5.717563084477788e+20
1576,1.185843941035231e+20
1577,2.4873022777935667e+19
1578,5.687158685102164e+17
1579,3.486835574720403e+20
1580,7.566352407483381e+20
1581,9.230770095670466e+20
1582,8.331410344383342e+19
1583,6.438201312061866e+19
1584,3.964965285285652e+19
1585,1.586825871699395e+20
1586,3.3085070469277764e+21
1587,9.780865462789182e+22
1588,5.375798875552893e+19
1589,3.914377717412237e+19
1590,6.73719668387551e+21
1591,1.4491089155352986e+18
1592,1.4168195864553742e+20
1593,3.0334379044430525e+18
1594,5.656007835844362e+21
1595,2.537997408214192e+20
1596,6.816003627972887e+21
1597,8.218451444733921e+19
1598,1.9907061255213186e+22
1599,2.2712438551409485e+22
1600,4.464056742366678e+20
1601,1.4721394843663942e+19
1602,9.095152796472674e+19
1603,3.8987252276750556e+21
1604,6.67116560191655e+21
1605,1.0529833045178409e+20
1606,1.0205726531608448e+21
1607,1.9952232363530682e+20
1608,2.71262021556059e+19
1609,1.7428771793190394e+19
1610,5.428768585445869e+17
1611,2.4054530380077636e+20
1612,5.2768713010828784e+23
1613,1.877420875826109e+22
1614,1.2208179502530128e+19
1615,5.4672921283449094e+19
1616,7.399672886912387e+19
1617,3.655855500524967e+19
1618,1.8856301807903372e+20
1619,2.870097454991663e+19
1620,8.688607113976838e+20
1621,1.4218174208549724e+20
1622,2.5640707891991906e+22
1623,3.692888618117322e+20
1624,1.0549552918627747e+20
1625,2.093536482649702e+19
1626,1.1239630136984503e+23
1627,2.653063041432271e+18
1628,1.058378591089042e+19
1629,2.855316966133031e+20
1630,1.0401290451463573e+20
1631,1.6847920046295282e+20
1632,9.149564515475436e+18
1633,4.217746430060834e+19
1634,5.7058914406422605e+22
1635,1.6991739098386943e+20
1636,8.312341474277673e+20
1637,1.7825720556997463e+20
1638,1.4350278799549907e+19
1639,2.5468380343301154e+20
1640,1.082235116644672e+19
1641,5.957442603796802e+20
1642,2.4236726484553806e+19
1643,5.243289443749871e+18
1644,1.5621501070470746e+19
1645,8.853677877149252e+18
1646,1.713028775142904e+21
1647,1.6637945992369226e+23
1648,5.52822424206921e+22
1649,4.390171217701406e+17
1650,2.9345254840045594e+18
1651,4.209358652080061e+20
1652,1.8598483541940634e+21
1653,7.130877879387628e+17
1654,1.82759073851725e+20
1655,1.600035109003302e+20
1656,9.171014767181057e+17
1657,5.283018924949226e+18
1658,2.0964207438553903e+19
1659,1.5575874892898058e+19
1660,2.4306797329851446e+20
1661,6.859335230867428e+18
1662,7.803673168221705e+21
1663,1.1230961804538214e+19
1664,6.441255591350654e+18
1665,3.6048022038551014e+18
1666,1.2872044665708092e+20
1667,5.970814340707994e+22
1668,3.43884471141588e+20
1669,6.071807368519284e+20
1670,9.971096101995635e+18
1671,1.7245170715329338e+21
1672,2.0185307651425918e+21
1673,1.5426801260348616e+21
1674,1.4715618559627333e+20
1675,1.379323760827468e+21
1676,1.3613431496931314e+19
1677,6.830428872607624e+20
1678,2.2554069794741327e+18
1679,3.082997923428817e+21
1680,6.555386763316057e+18
1681,8.456074386194111e+20
1682,4.5158934647140445e+23
1683,3.278392814710866e+19
1684,3.364952960803482e+20
